year,month,day,hour,min,second,validity,source,earthquake_mag,country,name,lat,lng,water_height,tsunami_mag_lida,tsunami_intensity,death_nbr,injuries_nbr,damage_mill,damage_code,house_destroyed,house_code
1975,7,20,14,37,39.9,definite tsunami,Earthquake,7.9,PAPUA NEW GUINEA,SOLOMON SEA,-6.59,155.054,2,1,1,0,0,5,2,0,1
1975,10,31,8,28,2.6,definite tsunami,Earthquake,7.6,PHILIPPINES,PHILIPPINE TRENCH,12.54,125.993,3,-0.7,-1.5,1,0,1,1,30,1
1975,11,29,14,47,40.9,definite tsunami,Earthquake and Landslide,7.7,USA,HAWAII,19.451,-155.033,14.3,3,3,2,19,1.5,2,0,0
1975,12,16,21,1,39,probable tsunami,Earthquake and Landslide,4.9,FIJI,FIJI ISLANDS,-18.672,178.464,0.25,0,0,0,0,0,0,0,0
1975,12,26,15,56,38.7,definite tsunami,Earthquake,7.8,SAMOA,SAMOA ISLANDS,-16.265,-172.467,0.38,-0.3,0,0,0,0,0,0,0
1976,1,14,16,47,33.5,definite tsunami,Earthquake,8,NEW ZEALAND,KERMADEC ISLANDS,-28.427,-177.657,0.9,-0.1,0,0,0,0,0,0,0
1976,1,21,10,5,24.1,definite tsunami,Earthquake,7,RUSSIA,S. KURIL ISLANDS,44.915,149.123,0.38,-1.3,-2.5,0,0,0,0,0,0
1976,2,4,9,1,43.4,definite tsunami,Earthquake,7.5,GUATEMALA,GUATEMALA,15.324,-89.101,0.12,0,0,0,0,0,0,0,0
1976,7,11,16,54,31.8,very doubtful tsunami,Earthquake,6.7,PANAMA,PANAMA,7.4,-78.1,0,-1,0,0,0,0,0,0,0
1976,8,16,16,11,7.3,definite tsunami,Earthquake,8,PHILIPPINES,MORO GULF,6.292,124.09,9,2.3,2.5,6800,6500,134,4,0,0
1977,4,2,7,15,22.7,definite tsunami,Earthquake,7.6,SAMOA,SAMOA ISLANDS,-16.696,-172.095,0.08,-3.3,-2,0,0,0,0,0,0
1977,4,20,23,13,10.4,definite tsunami,Earthquake,6.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.828,163.323,0.15,-3.3,-1,0,0,0,0,0,0
1977,4,20,23,42,50.5,definite tsunami,Earthquake,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.89,160.348,0,0,0,0,0,0,0,0,0
1977,4,21,4,24,9.6,definite tsunami,Earthquake,8.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.965,160.731,0.04,-3.3,-1.5,0,0,0,0,0,0
1977,6,22,12,8,33.4,definite tsunami,Earthquake,7.2,TONGA,TONGA TRENCH,-22.878,-175.9,0.4,0,0,0,0,0,0,0,0
1977,8,19,6,8,55.2,definite tsunami,Earthquake,8,INDONESIA,SUNDA ISLANDS,-11.085,118.464,15,3.9,3,189,75,1.2,2,0,0
1977,8,20,0,0,0,Erroneous entry,Earthquake,0,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,-1.1,146.2,0.5,-1,0,0,0,0,0,0,0
1977,8,28,20,10,5,questionable tsunami,Earthquake,5.5,PAPUA NEW GUINEA,ADMIRALTY ISLANDS,-1.081,146.23,0.6,-0.7,-0.5,0,0,0,0,0,0
1977,10,10,11,53,53.6,questionable tsunami,Earthquake,7.2,TONGA,TONGA TRENCH,-25.856,-175.406,0.03,0,-3,0,0,0,0,0,0
1978,1,14,3,24,39,definite tsunami,Earthquake,6.6,JAPAN,TOKAIDO,34.809,139.259,0.35,-0.7,0,0,0,0,0,0,0
1978,3,22,0,50,32.2,definite tsunami,Earthquake,6.7,RUSSIA,S. KURIL ISLANDS,44.026,149.002,0.07,0.1,-2.5,0,0,0,0,0,0
1978,3,22,21,34,33.4,definite tsunami,Earthquake,6.6,RUSSIA,S. KURIL ISLANDS,44.14,149.029,0.05,0,-3,0,0,0,0,0,0
1978,3,23,0,31,2.1,definite tsunami,Earthquake,6.8,RUSSIA,S. KURIL ISLANDS,44.209,148.971,0.17,-2.3,-1.5,0,0,0,0,0,0
1978,3,23,3,15,20.3,definite tsunami,Earthquake,7.5,RUSSIA,S. KURIL ISLANDS,44.932,148.439,0.3,-2.3,0,0,0,0,0,0,0
1978,3,24,19,47,50.7,definite tsunami,Earthquake,7.6,RUSSIA,S. KURIL ISLANDS,44.244,148.862,0.65,-1.7,0,0,0,0,0,0,0
1978,6,12,8,14,26.4,definite tsunami,Earthquake,7.7,JAPAN,SANRIKU,38.19,142.03,0.6,0,0.5,0,0,0,0,0,0
1978,6,14,12,32,33.9,probable tsunami,Earthquake,6.9,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",8.249,122.403,0.03,-3.3,0,0,0,0,0,0,0
1978,6,20,20,3,21,questionable tsunami,Earthquake,6.4,GREECE,"THESSALONIKI (SALONICA), GREECE",40.739,23.229,0.45,0,2,0,0,0,0,0,0
1978,7,23,14,42,36.9,probable tsunami,Earthquake,7.4,TAIWAN,TAIWAN,22.282,121.512,0.05,-3.3,-1,0,0,0,0,0,0
1978,8,14,14,17,50.4,definite tsunami,Earthquake,4.4,SPAIN,CADIZ,36.37,-6.98,0.12,0,1,0,0,0,0,0,0
1978,11,29,19,52,47.6,questionable tsunami,Earthquake,7.8,MEXICO,MEXICO,16.01,-96.591,1.5,0.6,0,0,0,0,0,0,0
1979,2,20,6,32,32.2,definite tsunami,Earthquake,6.4,JAPAN,"IWATE, JAPAN",40.232,143.703,0.12,-1.7,0,0,0,0,0,0,0
1979,2,28,21,27,8.1,definite tsunami,Earthquake and Landslide,7.5,USA,"SE. ALASKA, AK",60.691,-141.671,0.15,-1.7,0,0,0,0,0,0,0
1979,3,14,11,7,16.3,definite tsunami,Earthquake,7.6,MEXICO,S. MEXICO,17.813,-101.276,1.3,-3.3,0,0,0,0,0,0,0
1979,4,9,2,10,20.3,very doubtful tsunami,Earthquake,5.3,MONTENEGRO,MONTENEGRO: BAR ULCINJ,41.956,19.023,0,0,0,0,0,0,0,0,0
1979,4,15,6,19,44.1,definite tsunami,Earthquake,6.9,MONTENEGRO,MONTENEGRO,42.096,19.209,0.6,0,1,0,0,0,1,0,0
1979,5,15,6,59,21.2,event that only caused a seiche or disturbance in an inland river,Earthquake,5.6,GREECE,CRETE,34.53,24.437,0,0,1,0,0,0,0,0,0
1979,9,3,2,12,0,questionable tsunami,Landslide,0,VENEZUELA,PUERTO CUMAREBO,11.517,-69.5,0,0,0,0,0,0,1,0,0
1979,9,12,5,17,51.4,definite tsunami,Earthquake,7.9,INDONESIA,IRIAN JAYA,-1.679,136.04,2,1,0,100,0,0,2,400,2
1979,11,16,15,21,25.7,questionable tsunami,Earthquake,6.9,FIJI,FIJI ISLANDS,-16.76,179.984,0,0,0,0,0,0,0,0,0
1979,12,12,7,59,3.3,definite tsunami,Earthquake,7.7,COLOMBIA,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,6,2.3,2.5,600,20000,8,3,10000,4
1980,1,1,16,42,40,definite tsunami,Earthquake,7.2,PORTUGAL,AZORES,38.815,-27.78,0,0,1,0,0,0,0,0,0
1980,2,23,5,51,3.2,definite tsunami,Earthquake,7,RUSSIA,S. KURIL ISLANDS,43.53,146.753,0.16,-0.7,-2,0,0,0,0,0,0
1980,6,29,7,20,5.5,definite tsunami,Earthquake,6.2,JAPAN,HONSHU ISLAND,34.808,139.181,0.56,-0.7,0,0,0,0,0,0,0
1980,7,17,19,42,23.2,definite tsunami,Earthquake,7.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-12.525,165.916,0.14,-1.7,0,0,0,0,0,0,0
1980,10,10,12,25,23.5,definite tsunami,Earthquake and Landslide,7.7,ALGERIA,EL ASNAM,36.195,1.354,0.7,0,2,0,0,0,0,0,0
1981,1,18,18,17,24.4,definite tsunami,Earthquake,6.9,JAPAN,E. HONSHU ISLAND,38.64,142.75,0.37,-1.3,0,0,0,0,0,0,0
1981,2,24,20,53,38.4,definite tsunami,Earthquake,6.7,GREECE,ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,0.3,0,3,0,0,0,0,0,0
1981,3,4,21,58,5.9,probable tsunami,Earthquake,6.4,GREECE,GULF OF CORINTH,38.209,23.288,1,0,0,0,0,0,0,0,0
1981,5,25,5,25,14.4,definite tsunami,Earthquake,7.6,NEW ZEALAND,NEW ZEALAND,-48.786,164.357,0.3,-1.7,0,0,0,0,0,0,0
1981,9,1,9,29,31.5,definite tsunami,Earthquake,7.7,SAMOA,SAMOA ISLANDS,-14.96,-173.085,1,-3.3,-2,0,0,0,1,0,1
1981,10,25,3,22,15.5,definite tsunami,Earthquake,7.3,MEXICO,MEXICO,18.084,-102.084,0.09,0,0,0,0,0,0,0,0
1982,1,11,6,10,6.4,questionable tsunami,Earthquake,7.1,PHILIPPINES,PHILIPPINES,13.752,124.358,0.1,0,0,0,0,0,0,0,0
1982,2,24,4,22,40.3,questionable tsunami,Earthquake,5.4,INDONESIA,JAVA TRENCH,4.374,97.755,0.1,0,0,0,0,0,0,0,0
1982,3,11,10,32,27.1,very doubtful tsunami,Earthquake,6.6,INDONESIA,SUMBAWA ISLAND,-9.265,118.479,0.1,0,0,0,0,0,0,0,0
1982,3,21,2,32,7.7,definite tsunami,Earthquake,6.9,JAPAN,HOKKAIDO ISLAND,42.158,142.361,1.3,0.4,0,0,0,0,0,0,0
1982,7,23,14,23,53.5,definite tsunami,Earthquake,7.2,JAPAN,"IBARAKI, JAPAN",36.194,141.702,0.4,-1.3,-1,0,0,0,0,0,0
1982,12,19,17,43,54.8,definite tsunami,Earthquake,7.5,TONGA,KERMADEC ISLANDS,-24.133,-175.864,0.2,-2.3,0,0,0,0,0,0,0
1982,12,25,12,28,2.8,Erroneous entry,Earthquake and Landslide,6,INDONESIA,FLORES SEA,-8.405,123.08,0,0,0,0,0,0,0,0,0
1982,12,28,6,37,42.5,definite tsunami,Earthquake,6.4,JAPAN,S. OF HONSHU ISLAND,33.826,139.434,0.19,-1.3,-1,0,0,0,0,0,0
1983,1,17,12,41,29.7,probable tsunami,Earthquake,7.2,GREECE,IONIAN SEA,38.026,20.228,0,0,0,0,0,0,0,0,0
1983,3,12,1,36,35.8,definite tsunami,Earthquake,6.9,INDONESIA,BANDA SEA,-4.056,127.924,3,1.6,1.5,0,0,0,0,0,0
1983,3,18,9,5,50,definite tsunami,Earthquake,7.9,PAPUA NEW GUINEA,NEW BRITAIN,-4.883,153.581,0.13,-1.7,0,0,0,0,0,0,0
1983,5,26,2,59,59.6,definite tsunami,Earthquake,7.8,JAPAN,"NOSHIRO, JAPAN",40.462,139.102,14.93,3.9,2,100,324,800,4,3513,4
1983,6,9,12,49,3.8,definite tsunami,Earthquake,5.9,JAPAN,"NOSHIRO, JAPAN",40.249,138.948,0.6,0,0,0,0,0,0,0,0
1983,6,21,6,25,27.3,definite tsunami,Earthquake,6.9,JAPAN,N. HONSHU ISLAND,41.346,139.099,1,0,0,0,0,0,0,0,0
1983,8,6,15,43,51.2,questionable tsunami,Earthquake,7,GREECE,NORTH AEGEAN SEA,40.142,24.766,0,0,2,0,0,0,0,0,0
1983,8,17,10,55,54.1,definite tsunami,Earthquake,7.1,RUSSIA,"KAMCHATKA BAY, RUSSIA",55.867,161.287,0.1,-3.3,0,0,0,0,0,0,0
1983,8,17,12,17,56,definite tsunami,Earthquake,6.6,PHILIPPINES,LUZON ISLAND,18.231,120.86,0.1,0,0,0,0,0,0,0,0
1983,10,4,18,52,13.3,definite tsunami,Earthquake,7.7,CHILE,NORTHERN CHILE,-26.535,-70.563,0.2,-2.3,0.2,0,0,0,0,0,0
1983,11,30,17,46,0.6,definite tsunami,Earthquake,7.7,UK TERRITORY,CHAGOS ARCHIPELAGO REGION,-6.852,72.11,1.5,-1.3,0,0,0,0,1,0,0
1984,1,8,15,24,13.5,very doubtful tsunami,Earthquake,6.8,INDONESIA,SULAWESI,-2.823,118.806,0.1,0,0,0,0,0,0,0,0
1984,2,11,8,2,51.5,definite tsunami,Earthquake,5.4,GREECE,"CORINTHOS GULF, GREECE",38.396,22.094,0,0,3,0,0,0,0,0,0
1984,3,24,9,44,2.6,definite tsunami,Earthquake,7.2,RUSSIA,S. KURIL ISLANDS,44.117,148.192,0.2,-2.3,-2,0,0,0,0,0,0
1984,6,13,2,29,25.3,definite tsunami,Earthquake,5.5,JAPAN,"TORI SHIMA, OKINAWA",31.448,140.036,0.5,0.6,0,0,0,0,0,0,0
1984,8,6,19,6,38.3,definite tsunami,Earthquake,7,JAPAN,"KYUSHU, JAPAN",32.386,131.945,0.2,-2.3,0,0,0,0,0,0,0
1984,9,18,17,2,44.3,definite tsunami,Earthquake,6.9,JAPAN,HONSHU ISLAND,34.006,141.5,0.13,-3.3,0,0,0,0,0,0,0
1984,12,28,10,37,53.7,definite tsunami,Earthquake,6.8,RUSSIA,KAMCHATKA,56.194,163.46,0.2,-2.3,0,0,0,0,0,0,0
1985,3,3,22,47,9.5,definite tsunami,Earthquake,8,CHILE,CENTRAL CHILE,-33.132,-71.708,3.5,1.6,0,0,0,0,0,0,0
1985,3,16,14,54,0.7,definite tsunami,Earthquake,6.4,GUADELOUPE (FRENCH TERRITORY),GUADELOUPE,17.013,-62.448,0.12,-3.3,0,0,0,0,0,0,0
1985,4,13,1,6,0.1,questionable tsunami,Earthquake,6.2,INDONESIA,BALI ISLAND,-9.245,114.185,2,0,0,0,0,0,0,0,0
1985,7,3,4,36,51.7,definite tsunami,Earthquake and Landslide,7.3,PAPUA NEW GUINEA,NEW IRELAND,-4.439,152.828,1.3,0.4,0,0,0,0,0,0,0
1985,9,19,13,17,47.3,definite tsunami,Earthquake,8,MEXICO,MEXICO,18.19,-102.533,3,1.6,0,0,0,0,1,0,0
1985,9,21,1,37,13.4,definite tsunami,Earthquake,7.6,MEXICO,MEXICO,17.802,-101.647,1.2,0.3,0,0,0,0,0,0,0
1986,5,7,22,47,10.8,definite tsunami,Earthquake,8,USA,"ANDREANOF ISLANDS, AK",51.52,-174.776,0.9,-0.1,0,0,0,0,0,0,0
1986,5,17,16,20,22.2,very doubtful tsunami,Earthquake,6.4,USA,"ANDREANOF ISLANDS, AK",52.327,-174.504,0,0,0,0,0,0,0,0,0
1986,10,20,6,46,9.9,definite tsunami,Earthquake,7.8,NEW ZEALAND,KERMADEC ISLANDS,-28.117,-176.367,0.22,-2.18,0,0,0,0,0,0,0
1986,11,14,21,20,10.5,definite tsunami,Earthquake,7.8,TAIWAN,TAIWAN,23.901,121.574,0.3,0,0,0,0,0,0,0,0
1987,2,6,13,16,17.8,definite tsunami,Earthquake,6.7,JAPAN,E. HONSHU ISLAND,36.988,141.689,0.1,-3.3,0,0,0,0,0,0,0
1987,2,8,18,33,58.3,definite tsunami,Earthquake,7.4,PAPUA NEW GUINEA,SOLOMON SEA,-6.088,147.689,1.5,1,0,0,0,0,0,0,0
1987,3,5,9,17,5.2,definite tsunami,Earthquake,7.6,CHILE,NORTHERN CHILE,-24.388,-70.161,0.2,-2.3,0,0,0,0,0,0,0
1987,3,18,3,36,30.3,definite tsunami,Earthquake,6.7,JAPAN,KYUSHU ISLAND,32.034,131.837,0.04,-3.3,0,0,0,0,0,0,0
1987,3,24,12,49,47,definite tsunami,Earthquake,5.1,JAPAN,HONSHU ISLAND,37.447,137.865,0.16,0,0,0,0,0,0,0,0
1987,6,18,14,3,16.7,very doubtful tsunami,Earthquake,6.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.717,162.33,0,0,0,0,0,0,0,0,0
1987,7,6,2,49,42.7,probable tsunami,Earthquake,6.7,VANUATU,VANUATU ISLANDS,-14.074,167.828,0.1,0,0,0,0,0,0,0,0
1987,10,6,4,19,6,definite tsunami,Earthquake,7.3,TONGA,TONGA ISLANDS,-17.94,-172.225,0.25,-3.3,0,0,0,0,0,0,0
1987,10,12,13,57,4.7,definite tsunami,Earthquake,7,PAPUA NEW GUINEA,SOLOMON SEA,-7.288,154.371,0.04,-0.5,0,0,0,0,0,0,0
1987,10,16,20,48,1.6,definite tsunami,Earthquake,7.4,PAPUA NEW GUINEA,SOLOMON SEA,-6.266,149.06,0.07,-3.3,0,0,0,0,1,0,0
1987,11,17,8,46,53.3,definite tsunami,Earthquake,7.2,USA,"GULF OF ALASKA, AK",58.586,-143.27,0.06,-3.3,0,0,0,0,0,0,0
1987,11,26,1,43,14,Erroneous entry,Earthquake,6.6,INDONESIA,TIMOR SEA,-8.247,124.155,0.1,0,0,0,0,0,0,0,0
1987,11,30,19,23,19.5,definite tsunami,Earthquake,7.9,USA,"GULF OF ALASKA, AK",58.679,-142.786,0.43,-1,0,0,0,0,1,0,0
1988,2,5,14,1,2.7,definite tsunami,Earthquake,7.2,CHILE,NORTHERN CHILE,-24.753,-70.433,0.1,0,0,0,0,0,0,0,0
1988,3,6,22,35,36.9,definite tsunami,Earthquake,7.8,USA,"GULF OF ALASKA, AK",57.262,-142.747,0.19,-2.3,0,0,0,0,0,0,0
1988,6,24,2,6,26.3,definite tsunami,Earthquake,5.4,PHILIPPINES,NORTH OF LUZON ISLAND,18.606,121.013,1.03,0,0,0,0,0,0,0,0
1988,7,5,20,32,7.2,definite tsunami,Earthquake,6.8,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-5.964,148.78,0,0,0,0,0,0,0,0,0
1988,8,6,0,36,24.6,event that only caused a seiche or disturbance in an inland river,Earthquake,7.2,BANGLADESH,"JAMUNA RIVER, ARICHA, BANGLADESH",25.149,95.127,0,0,0,3,0,0,0,0,0
1988,8,10,4,38,29.2,definite tsunami,Earthquake,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.258,160.896,0.09,-3.3,0,1,0,0,1,100,2
1989,5,23,10,54,46.3,definite tsunami,Earthquake,8.1,AUSTRALIA,MACQUARIE ISLAND,-52.341,160.568,0.1,-1.7,0,0,0,0,0,0,0
1989,6,26,3,27,3.9,definite tsunami,Earthquake and Landslide,6.5,USA,HAWAII,19.362,-155.083,0.29,-1.7,0,0,0,0,0,0,0
1989,9,4,13,14,58.2,definite tsunami,Earthquake,7.1,USA,"SEMIDI ISLANDS, AK",55.543,-156.835,0.1,-3.3,0,0,0,0,0,0,0
1989,10,18,0,4,15.2,definite tsunami,Earthquake,6.9,USA,N. CALIFORNIA,37.036,-121.883,1,-3.3,0,0,0,0,1,0,0
1989,10,29,5,25,38.2,definite tsunami,Earthquake,6.5,JAPAN,N. HONSHU ISLAND,39.571,143.333,0.11,0,0,0,0,0,0,0,0
1989,10,29,19,9,12.9,questionable tsunami,Earthquake,5.9,ALGERIA,"ALGIERS, CHERCHELL, TIPAZA",36.788,2.448,0,0,0,0,0,0,0,0,0
1989,11,1,10,25,52.2,probable tsunami,Earthquake,4.4,USA TERRITORY,PUERTO RICO,18.986,-68.833,0.1,0,0,0,0,0,0,0,0
1989,11,1,18,25,34.9,probable tsunami,Earthquake,7.4,JAPAN,JAPAN,39.837,142.76,0.9,-0.7,0,0,0,0,0,0,0
1990,2,8,7,15,32.2,definite tsunami,Earthquake,6.6,PHILIPPINES,PHILIPPINES,9.755,124.694,2.1,0,0,0,0,0,0,0,0
1990,2,20,6,53,39.8,definite tsunami,Earthquake,6.4,JAPAN,JAPAN,34.706,139.252,0.16,-1.7,0,0,0,0,0,0,0
1990,3,25,13,22,55.6,definite tsunami,Earthquake,7,COSTA RICA,COSTA RICA,9.919,-84.808,1,0,0,0,0,0,0,0,0
1990,4,5,21,12,35.5,definite tsunami,Earthquake,7.5,USA TERRITORY,"MARIANA TRENCH, N. MARIANA ISLANDS",15.125,147.596,1.8,-1,0,0,0,0,0,0,0
1990,6,20,21,0,9.9,probable tsunami,Earthquake and Landslide,7.3,IRAN,CASPIAN SEA,36.957,49.409,2,0,0,0,0,0,0,0,0
1990,9,23,21,13,7.4,definite tsunami,Earthquake,6.5,JAPAN,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.267,138.643,0.2,0,0,0,0,0,0,0,0
1990,12,13,0,24,25.7,definite tsunami,Earthquake,5.3,ITALY,EASTERN SICILY,37.3,15.438,0.1,0,0,0,0,0,0,0,0
1990,12,13,19,50,17.8,definite tsunami,Earthquake,6.3,TAIWAN,TAIWAN,23.722,121.627,0.04,0,0,0,0,0,0,0,0
1991,2,9,16,18,58.3,definite tsunami,Earthquake,6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.929,159.139,0.02,-3.3,0,0,0,0,0,0,0
1991,2,16,1,23,40.4,definite tsunami,Earthquake,5.7,RUSSIA,N. KURIL ISLANDS,48.268,154.328,0.1,-3.3,0,0,0,0,0,0,0
1991,2,21,2,35,34,definite tsunami,Earthquake,6.7,USA,"BERING SEA, AK",58.427,-175.45,0.15,-1.7,0,0,0,0,0,0,0
1991,4,22,21,56,51.8,definite tsunami,Earthquake,7.6,COSTA RICA,"LIMON, PANDORA",9.685,-83.073,3,1,0,2,0,0,1,0,2
1991,10,14,15,58,12.7,definite tsunami,Earthquake,7.2,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.094,158.442,0.15,-3.3,-2.5,0,0,0,0,0,0
1991,12,22,8,43,13.4,very doubtful tsunami,Earthquake,7.6,RUSSIA,S. KURIL ISLANDS,45.533,151.021,0.52,0,0.5,0,0,0,0,0,0
1992,1,5,6,0,0,definite tsunami,Earthquake,3.7,CHINA,SOUTH CHINA SEA,18,108,0.8,-0.3,0,0,0,0,1,0,0
1992,4,25,18,6,4.2,definite tsunami,Earthquake,7.2,USA,"CAPE MENDOCINO, N. CALIFORNIA",40.368,-124.316,1.8,0.8,0.5,0,0,0,0,0,0
1992,5,17,10,15,31.3,definite tsunami,Earthquake,7.3,PHILIPPINES,PHILIPPINES,7.191,126.762,6,0,0,0,0,0,1,12,0
1992,5,27,5,13,38.8,definite tsunami,Earthquake,7.1,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.122,165.239,0,0,0,0,0,0,0,0,0
1992,7,18,8,36,58.7,definite tsunami,Earthquake,7,JAPAN,HONSHU ISLAND,39.419,143.33,0.3,-2.3,-0.5,0,0,0,0,0,0
1992,8,11,15,14,55.1,very doubtful tsunami,Earthquake,6.3,JAPAN,,32.536,141.641,0,0,0,0,0,0,0,0,0
1992,9,2,0,16,2.8,definite tsunami,Earthquake,7.7,NICARAGUA,NICARAGUA,11.727,-87.386,9.9,3.3,2.8,170,489,30,4,1500,4
1992,12,12,5,29,26.3,definite tsunami,Earthquake,7.8,INDONESIA,FLORES SEA,-8.48,121.896,26.2,4.7,2.7,1169,500,100,4,31785,4
1993,2,7,13,27,42,definite tsunami,Earthquake,6.3,JAPAN,HONSHU ISLAND,37.634,137.245,0.5,-1,-0.5,0,0,0,0,0,0
1993,3,12,14,1,35.4,probable tsunami,Earthquake,6.4,WALLIS AND FUTUNA (FRENCH TERRITORY),FUTUNA,-14.385,-178.252,0,0,0,0,0,0,1,0,0
1993,6,8,13,3,36.4,definite tsunami,Earthquake,7.5,RUSSIA,KAMCHATKA,51.218,157.829,0.1,-1,-0.5,0,0,0,0,0,0
1993,6,18,11,52,54.8,very doubtful tsunami,Earthquake,6.6,NEW ZEALAND,KERMADEC ISLANDS,-28.886,-176.819,0,0,0,0,0,0,0,0,0
1993,7,12,13,17,11.9,definite tsunami,Earthquake,7.7,JAPAN,SEA OF JAPAN,42.851,139.197,32,5,3.1,208,233,1207,4,2374,4
1993,8,7,19,42,41.9,definite tsunami,Earthquake,6.3,JAPAN,JAPAN,41.985,139.839,0.16,0,0,0,0,0,0,0,0
1993,8,8,8,34,24.9,definite tsunami,Earthquake,7.8,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.982,144.801,2.4,-1,0,0,0,0,1,0,0
1993,11,13,1,18,4.1,definite tsunami,Earthquake,7,RUSSIA,KAMCHATKA,51.934,158.647,0.05,-3.3,-3,0,0,0,0,0,0
1994,1,17,12,30,55.3,probable tsunami,Earthquake,6.7,USA,"WEST COAST, USA",34.213,-118.537,0.1,-3.3,-3,0,0,0,0,0,0
1994,1,21,2,24,29.9,definite tsunami,Earthquake,7,INDONESIA,HALMAHERA,1.015,127.733,2,1,1.5,0,0,0,0,0,0
1994,2,15,17,7,43.8,Erroneous entry,Earthquake,0,INDONESIA,SOUTHERN SUMATRA,-4.967,104.302,0,0,0,0,0,0,0,0,0
1994,4,8,1,10,40.8,definite tsunami,Earthquake,6.4,JAPAN,HOKKAIDO ISLAND,40.608,143.683,0.11,-2.3,-1.5,0,0,0,0,0,0
1994,5,24,4,0,42.1,very doubtful tsunami,Earthquake,6.5,TAIWAN,TAIWAN,23.959,122.448,0.02,0,0,0,0,0,0,0,0
1994,6,2,18,17,34,definite tsunami,Earthquake,7.8,INDONESIA,SOUTH OF JAVA,-10.477,112.835,13.9,3.7,2.5,238,423,2.2,2,1500,4
1994,6,3,21,6,59.8,definite tsunami,Earthquake,6.6,INDONESIA,SOUTH OF JAVA,-10.362,112.892,3.7,0,0,0,0,0,0,0,0
1994,6,4,0,57,50.6,questionable tsunami,Earthquake,6.5,INDONESIA,SOUTH OF JAVA,-10.777,113.366,0,0,0,0,0,0,0,0,0
1994,6,5,1,45,2.7,definite tsunami,Earthquake,6.1,INDONESIA,SOUTH OF JAVA,-10.341,113.369,3,0,0,0,0,0,0,0,0
1994,9,1,15,15,53,definite tsunami,Earthquake,7,USA,N. CALIFORNIA,40.402,-125.68,0.07,-3.3,-3,0,0,0,0,0,0
1994,10,4,13,22,55.8,definite tsunami,Earthquake,8.3,RUSSIA,S. KURIL ISLANDS,43.773,147.321,10.4,2.3,2.6,0,0,0,1,2,1
1994,10,8,21,44,7.2,definite tsunami,Earthquake,6.8,INDONESIA,HALMAHERA,-1.258,127.98,3,1.6,1.5,1,52,0,2,0,0
1994,10,9,7,55,39.5,definite tsunami,Earthquake,7.3,RUSSIA,S. KURIL ISLANDS,43.905,147.916,0.2,-3.3,-3,0,0,0,0,0,0
1994,11,14,19,15,30.6,definite tsunami,Earthquake,7.1,PHILIPPINES,PHILIPPINE ISLANDS,13.525,121.067,7.3,2.9,2.1,81,225,3.7,2,797,3
1994,12,28,12,19,23,definite tsunami,Earthquake,7.8,JAPAN,"TOHUKU, JAPAN",40.525,143.419,0.53,0,0,0,0,0,0,0,0
1995,1,16,20,46,52.1,definite tsunami,Earthquake,6.9,JAPAN,"KOBE, JAPAN",34.583,135.018,0.34,-2.3,-2,0,0,0,0,0,0
1995,4,7,22,6,56.8,definite tsunami,Earthquake,7.4,SAMOA,SAMOA ISLANDS,-15.199,-173.529,0.09,-1.7,-1.5,0,0,0,0,0,0
1995,4,21,0,34,46,definite tsunami,Earthquake,7.2,PHILIPPINES,SAMAR ISLAND,12.059,125.58,0.2,-3.3,-2,0,0,0,0,0,0
1995,4,21,5,17,1.3,definite tsunami,Earthquake,6.8,PHILIPPINES,SAMAR ISLAND,12.047,125.92,0.2,-2.3,-2,0,0,0,0,0,0
1995,5,13,8,47,12.7,Erroneous entry,Earthquake,6.6,GREECE,GREECE,40.149,21.695,0,0,0,0,0,0,0,0,0
1995,5,14,11,33,21.1,definite tsunami,Earthquake and Landslide,6.9,INDONESIA,TIMOR SEA,-8.452,125.049,4,2,1.5,11,19,0,1,0,2
1995,5,16,20,12,44.2,definite tsunami,Earthquake,7.7,NEW CALEDONIA,LOYALTY ISLANDS,-23.008,169.9,0.5,-1.3,-2,0,0,0,0,0,0
1995,5,27,13,3,52.6,definite tsunami,Earthquake,7.1,RUSSIA,SAKHALIN ISLAND,52.629,142.827,0.1,-2.3,-2,0,0,0,0,0,0
1995,6,15,0,15,48.7,definite tsunami,Earthquake and Landslide,6.5,GREECE,GULF OF CORINTH: AIYION,38.401,22.283,1,-1,3,0,0,0,0,0,0
1995,7,30,5,11,23.6,definite tsunami,Earthquake,8,CHILE,NORTHERN CHILE,-23.34,-70.294,3,1.6,1.5,0,0,0.131,1,0,3
